title,description,source,date_of_publication,category,author,link
How To ‘Clock It’: Durand Bernarr Corrects the Viral Trend,"As it turns out, we've all been demonstrating the phrase ""clock it,"" in the wrong way. And Durand Bernarr is finally bringing forth some correction! Read more...",theroot.com,2026-04-24,Entertainment,Shanelle Genai,https://www.theroot.com/how-to-clock-it-durand-bernarr-corrects-the-viral-tr-2000101660
"No, Michael Jackson’s Allegations Aren’t In the New Movie, Here’s Why","Now that critics and audiences are starting to see 'Michael,' many are wondering why the most controversial part of his life isn't depicted. We have the answers. Read more...",theroot.com,2026-04-24,Entertainment,Shanelle Genai,https://www.theroot.com/no-michael-jacksons-allegations-arent-in-the-new-movie-2000101616
7 Things You Won’t See In The New Michael Jackson Movie,'Michael' arrives on April 24—but don't expect these storylines to make the final cut! Read more...,theroot.com,2026-04-24,Entertainment,Shanelle Genai,https://www.theroot.com/7-things-you-wont-see-in-the-new-michael-jackson-movie-2000100655
All Best Black Fashion At The NFL Draft,Here are some of the best fashion looks we saw at the NFL draft on Thursday night. Read more...,theroot.com,2026-04-24,Beauty + Style,Mahalia Otshudy,https://www.theroot.com/all-best-black-fashion-at-the-nfl-draft-2000101632
Here’s a Full Timeline on How Nicki Minaj Slowly Turned MAGA,"For everyone confused by why Nicki Minaj is now supporting MAGA and Trump, here's a full breakdown of the madness. Read more...",theroot.com,2026-04-24,Entertainment,Phenix S Halley,https://www.theroot.com/heres-a-full-timeline-on-how-nicki-minaj-slowly-turned-2000073669
Sherrone Moore’s Ex-Assistant Drops Bombshell Accusations About Their Secret Affair,"In a tearful interview, former Michigan coach's alleged mistress Paige Shiver just pulled back the curtain on their relationship with bombshell claims. Read more...",theroot.com,2026-04-24,News,Angela Wilson,https://www.theroot.com/sherrone-moore-s-ex-assistant-drops-bombshell-accusatio-2000101649
Online Erupts in Support as Black Senators Hold RFK Jr.’s Feet to the Fire,"RFK Jr. faced harsh questioning from Black members of Congress, and better believe Black folks on social media had a field day! Read more...",theroot.com,2026-04-24,Entertainment,Phenix S Halley,https://www.theroot.com/online-erupts-in-support-as-black-senators-hold-rfk-jr-2000101640
"Brian McKnight Stirs Up New Drama With Son, and Fans Are Fed Up","Drama is still brewing between Brian McKnight and his oldest son, and the singer's latest lawsuit has outraged the internet. Here's what we know. Read more...",theroot.com,2026-04-23,Entertainment,Shanelle Genai,https://www.theroot.com/brian-mcknight-stirs-up-new-drama-with-son-and-fans-ar-2000101565
How Democrats Are Within Striking Distance of a Senate Takeover,"The math is mathing: The country hasn’t seen a Democrat-led Senate since former President Joe Biden’s first two years in office, but that might change...and soon. Read more...",theroot.com,2026-04-23,News,Phenix S Halley,https://www.theroot.com/how-democrats-are-within-striking-distance-of-a-senate-2000101467
How Ryan Clark Went From NFL Star to Media Mogul,"The Emmy-winning analyst is bridging the gap between authenticity and expert analysis, one viral conversation at a time. Read more...",theroot.com,2026-04-23,News,Rashad Grove,https://www.theroot.com/how-ryan-clark-went-from-nfl-star-to-media-mogul-2000101470
